Class ID,Preferred Label,Synonyms,Definitions,API parent label,API parent combined definitions,API parent description,http://purl.org/dc/elements/1.1/description,http://www.w3.org/2000/01/rdf-schema#comment
http://purl.obolibrary.org/obo/ENVO_01000125,marine littoral zone,,"The marine littoral zone is a littoral zone which extends, approximately, from the spray region above the high tide mark to the edge of the coninental shelf.",littoral zone,"An aquatic environment which is the part of a sea, lake, or river that is close to the shore. ; ","An aquatic environment which is the part of a sea, lake, or river that is close to the shore.",,
http://purl.obolibrary.org/obo/ENVO_03501202,polling station,polling station room,A human construction which is that part of a polling place where voters cast their ballot,human construction,A construction that has been assembled by deliberate human effort. ; ,A construction that has been assembled by deliberate human effort.,,
http://purl.obolibrary.org/obo/UBERON_0010741,bone of pectoral complex,forelimb bone|bone of forelimb or pectoral fin or pectoral girdle|wing bone,"A bone that is part of a pectoral complex. Examples: scapula, manus phalanx, any carpal bone, any bone of the pectoral fin.",bone of appendage girdle complex,"A bone that is part of an appendage girdle complex (i.e. any bone in a limb, fin or girdle). ; ","A bone that is part of an appendage girdle complex (i.e. any bone in a limb, fin or girdle).",,
http://purl.obolibrary.org/obo/UBERON_0010740,bone of appendage girdle complex,limb bone|bone of extended limb/fin region,"A bone that is part of an appendage girdle complex (i.e. any bone in a limb, fin or girdle).",bone element,"[""Also called osseous tissue, (Latin: os). Is a type of hard endoskeletal connective tissue found in many vertebrate animals. Bone is the main tissue of body organs that support body structures, protect internal organs, (in conjunction with muscles) facilitate movement; and are involved with cell formation, calcium metabolism, and mineral storage.[AAO]"",""Portion of tissue which is calcified connective tissue making up the structural elements of the skeletal system.[TAO]"",""Skeletal element that is composed of bone tissue.[VSAO]""]",Skeletal element that is composed of bone tissue.,,
http://purl.obolibrary.org/obo/ENVO_03000037,glacial ice ablation zone,glacial ice ablation area|glacial ablation area|area of glacial ablation,"An ablation zone which is part of a glacier.|This class is more fully defined as: ""The part of the glacier, usually at lower elevations, where ablation exceeds accumulation in magnitude, that is, where the cumulative mass balance relative to the start of the mass-balance year is negative. Unless qualified, for example by giving a date within the year, references to the ablation zone refer to its extent at the end of the mass-balance year. The extent of the ablation zone can vary strongly from year to year. A synonym of ablation area."" - GCW Terminology and Vocabulary Assessment Report 2018”, GCW report #23/2018",ice ablation zone,"An environmental zone which overlaps a glacier or an ice sheet, and in which ice loss exceeds ice gain. ; ","An environmental zone which overlaps a glacier or an ice sheet, and in which ice loss exceeds ice gain.",,"This class is more fully defined as: ""The part of the glacier, usually at lower elevations, where ablation exceeds accumulation in magnitude, that is, where the cumulative mass balance relative to the start of the mass-balance year is negative. Unless qualified, for example by giving a date within the year, references to the ablation zone refer to its extent at the end of the mass-balance year. The extent of the ablation zone can vary strongly from year to year. A synonym of ablation area."" - GCW Terminology and Vocabulary Assessment Report 2018”, GCW report #23/2018"
http://purl.obolibrary.org/obo/ENVO_01001081,environmental variability,,"A condition which inheres in an environmental system by virtue of that system undergoing variation in its composition, the distribution of the qualities its components bear, and/or in the processes which occur within it and which it participates in.|This class is very general, but the nature of environmental variability is indeed quite variable. This class may be refined once we have more subclasses to consider.",environmental condition,An environmental condition is a range of a determinate quality or combination of qualities that are present in an environmental system. ; ,An environmental condition is a range of a determinate quality or combination of qualities that are present in an environmental system.,,"This class is very general, but the nature of environmental variability is indeed quite variable. This class may be refined once we have more subclasses to consider."
http://purl.obolibrary.org/obo/ENVO_01001410,altostratus cloud,,"A cloud which 1) occurs in the form of a striated, fibrous, or uniform sheet or layer, 2) is composed of water droplets and ice crystals, 3) is located in the middle level of the atmosphere (middle étage).|Striation occurs in the form of grooves or channels in cloud formations, arranged parallel to the flow of the air. When well-illuminated by sunlight (excluding during sunrise and sunset) altostratus clouds appear greyish or bluish. Altostratus clouds do not show halo phenomena when scattering visible range stellar radiation. Altostratus clouds have parts thin enough to reveal the local star at least vaguely, as through ground glass or frosted glass. Altostratus may produce rain, snow or ice pellets. Altostratus is usually found in the middle level, but it often extends higher. Altostratus is generally a layer of great horizontal extent (several tens or hundreds of kilometres) and fairly considerable vertical extent (several hundreds or thousands of metres). In the most complete case, three superposed parts can be distinguished: (a) An upper part, composed wholly or mainly of ice crystals, (b) A middle part, composed of a mixture of ice crystals, snow crystals or snowflakes and supercooled water droplets, (c) A lower part, composed wholly or mainly of ordinary or supercooled water droplets or drops. Sometimes the cloud may consist of only two parts, either: 1) An upper part like (a) above and a lower part like (c) or, 2) An upper part like (b) and a lower part like (c). Less frequently, the entire cloud may also be like (a) or like (b) alone.",water-based cloud,A cloud which is primarily composed of water-based aerosols. ; ,A cloud which is primarily composed of water-based aerosols.,,"Striation occurs in the form of grooves or channels in cloud formations, arranged parallel to the flow of the air. When well-illuminated by sunlight (excluding during sunrise and sunset) altostratus clouds appear greyish or bluish. Altostratus clouds do not show halo phenomena when scattering visible range stellar radiation. Altostratus clouds have parts thin enough to reveal the local star at least vaguely, as through ground glass or frosted glass. Altostratus may produce rain, snow or ice pellets. Altostratus is usually found in the middle level, but it often extends higher. Altostratus is generally a layer of great horizontal extent (several tens or hundreds of kilometres) and fairly considerable vertical extent (several hundreds or thousands of metres). In the most complete case, three superposed parts can be distinguished: (a) An upper part, composed wholly or mainly of ice crystals, (b) A middle part, composed of a mixture of ice crystals, snow crystals or snowflakes and supercooled water droplets, (c) A lower part, composed wholly or mainly of ordinary or supercooled water droplets or drops. Sometimes the cloud may consist of only two parts, either: 1) An upper part like (a) above and a lower part like (c) or, 2) An upper part like (b) and a lower part like (c). Less frequently, the entire cloud may also be like (a) or like (b) alone."
http://purl.obolibrary.org/obo/FOODON_00001137,obsolete: soya food product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_03000144,planetary cryosphere,,A cryosphere which is part of a planet.,cryosphere,An astronomical body part which is composed primarily of environmental materials in their frozen form. ; ,An astronomical body part which is composed primarily of environmental materials in their frozen form.,,
http://purl.obolibrary.org/obo/ENVO_01001217,X-ray stellar radiation,X-ray solar radiation|x ray stellar radiation,"A stellar radiation process during which penetrating electromagnetic radiation is emitted by high-energy electrons as they fall into a lower state of energy.|Ambiguity exists in the definition of x-rays and their differentiation from gamma rays. Photons with sufficient energy to be classified as x-rays may be emitted by other processes than electrons falling to lower energy states. Most x-rays have wavelengths ranging from 0.01 to 10 nanometers, corresponding to frequencies in the range of 30 petahertz to 30 exahertz and energies in the range of 100 eV to 100 keV.",X-ray radiation,A radiation process during which penetrating electromagnetic radiation is emitted by high-energy electrons as they fall into a lower state of energy. ; ,A radiation process during which penetrating electromagnetic radiation is emitted by high-energy electrons as they fall into a lower state of energy.,,"Ambiguity exists in the definition of x-rays and their differentiation from gamma rays. Photons with sufficient energy to be classified as x-rays may be emitted by other processes than electrons falling to lower energy states. Most x-rays have wavelengths ranging from 0.01 to 10 nanometers, corresponding to frequencies in the range of 30 petahertz to 30 exahertz and energies in the range of 100 eV to 100 keV."
http://purl.obolibrary.org/obo/ENVO_01001042,sterile water environment,,"An environmental system which has its properties and dynamics determined by sterile water.|This term can be understood as a negative experimental control primarily composed of sterile water. The quantity of sterile water used may be contaminated; to express pure sterile water, please use http://purl.obolibrary.org/obo/ENVO_00005791",aquatic environment,,An environment whose dynamics are strongly influenced by water.,,"This term can be understood as a negative experimental control primarily composed of sterile water. The quantity of sterile water used may be contaminated; to express pure sterile water, please use http://purl.obolibrary.org/obo/ENVO_00005791"
http://purl.obolibrary.org/obo/PATO_0001844,increased acidity,high acidity,An acidity which is relatively high.,increased object quality,A quality of an object that has a value that is increased compared to normal or average. ; ,A quality of an object that has a value that is increased compared to normal or average.,,
http://purl.obolibrary.org/obo/PATO_0001842,acidity,pH,A concentration quality inhering in a bearer by virtue of the bearer's containing acid (hydrogen ions).,concentration of,A quality inhering in a substance by virtue of the amount of the bearer's there is mixed with another substance. ; ,A quality inhering in a substance by virtue of the amount of the bearer's there is mixed with another substance.,,
http://purl.obolibrary.org/obo/PATO_0001846,tangled,,A structural quality inhering in a bearer by virtue of the bearer's being entwined and difficult to unravel.,structure,"A morphology quality inhering in a bearer by virtue of the bearer's relative position, shape, arrangements and connectivity of an organism's various parts; the pattern underlying its form. ; ","A morphology quality inhering in a bearer by virtue of the bearer's relative position, shape, arrangements and connectivity of an organism's various parts; the pattern underlying its form.",,
http://purl.obolibrary.org/obo/FOODON_00002450,multi-component honey product,,,multi-component food,,,,
http://purl.obolibrary.org/obo/FOODON_00001011,milk formula food product,,,dried milk food product,,,,
http://purl.obolibrary.org/obo/ENVO_00002210,aerobic sulfide-oxidizing bioreactor,,An aerobic bioreactive which contains microbial communities capable of sulfide oxidation.,aerobic bioreactor,,A bioreactor in which the contained material is well-oxygenated.,,
http://purl.obolibrary.org/obo/CHEBI_33415,elemental carbon,,,organic molecular entity,,Any molecular entity that contains carbon.,,
http://purl.obolibrary.org/obo/ENVO_01001061,caldera lake,,A lake which is contained within a caldera.,volcanic crater lake,A lake contained within a volcanic crater. ; ,A lake contained within a volcanic crater.,,
http://purl.obolibrary.org/obo/ENVO_00000179,mesa,butte|plateau,An elevated area of land with a flat top and sides that are usually steep cliffs. Mesas form in areas where horizontally layered rocks are uplifted by tectonic activity.,flattened elevation,,An elevation which is flattened across its highest surface.,,
http://purl.obolibrary.org/obo/GO_0015947,methane metabolic process,,,cellular alkane metabolic process,,,,
http://purl.obolibrary.org/obo/GO_0015948,methanogenesis,,,alkane biosynthetic process,,,,
http://purl.obolibrary.org/obo/ENVO_00002179,intertidal sediment,,,sediment,Particulate environmental material which is formed as a result of the transport and deposition of particles by flowing liquid. ; ,Particulate environmental material which is formed as a result of the transport and deposition of particles by flowing liquid.,,
http://purl.obolibrary.org/obo/FOODON_00001278,cake food product,,,bakery food product,,,,
http://purl.obolibrary.org/obo/ENVO_01001326,estuarine tidal riverine open water surface layer,,"A layer of fresh, tidal estuarine water which extends a few centimeters from the surface of the water column towards the estuary bed and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters until the end of the estuary most distal from the coast.|This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",estuarine open water surface layer,,A layer of estuarine water which extends a few centimeters from the surface of the water column towards the estuary bed and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters until the end of the estuary most distal from the coast.,,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions."
http://purl.obolibrary.org/obo/ENVO_01001625,polar tundra ecosystem,,A tundra ecosystem which is subject to polar climatic conditions.,polar environment,An environment which is located in a part of an astronomical body subject to polar climatic conditions. ; ,An environment which is located in a part of an astronomical body subject to polar climatic conditions.,,
http://purl.obolibrary.org/obo/ENVO_01000867,solar panel array,photovoltaic panel array,"A group of solar panels, typically belonging to the same photovoltaic system, arranged to maximise interception of solar radiation.",manufactured product,,"A material entity that has been processed by humans or their technology in any way, including intermediate products as well as final products.",,
http://purl.obolibrary.org/obo/CHEBI_30218,helium-3 atom,,,helium atom,,,,
http://purl.obolibrary.org/obo/FOODON_00001087,vegetable oil food product,,"A lipid material derived from plants. Physically, oils are liquid at room temperature.",vegetable fat or oil,,A fat or oil derived from vegetable material,,
http://purl.obolibrary.org/obo/ENVO_01000769,carbon dioxide emission process,,A carbon emission process is any environmental process which releases carbon dioxide gas into the atmosphere.|Requested for SDGIO. This class may be revised in future once the offical definitions become more clear.,carbon-bearing gas emission process,,A carbon emission process is any environmental process which outputs a carbon-bearing gas.,,Requested for SDGIO. This class may be revised in future once the offical definitions become more clear.
http://purl.obolibrary.org/obo/FOODON_00001257,milk or milk based food product,,,dairy food product,,,,
http://purl.obolibrary.org/obo/UBERON_0003314,eye mesenchyme,mesenchyme of eye,Mesenchyme that is part of a developing camera-type eye.,facial mesenchyme,Mesenchyme that is part of a developing face. ; ,Mesenchyme that is part of a developing face.,,
http://purl.obolibrary.org/obo/ENVO_01000771,all season road,permanent road|all-season road,"A road which is usable across all seasons.|Created for SDGIO, indicator 9.1.1. See #272.",road,"An open way for the passage of vehicles, persons, or animals on land. ; ","An open way for the passage of vehicles, persons, or animals on land.",,"Created for SDGIO, indicator 9.1.1. See #272."
http://purl.obolibrary.org/obo/CHEBI_134179,volatile organic compound,,,organic molecule,,Any molecule that consists of at least one carbon atom as part of the electrically neutral entity.,,
http://purl.obolibrary.org/obo/CHEBI_33447,phospho sugar,,,monosaccharide derivative,,A carbohydrate derivative that is formally obtained from a monosaccharide.,,
http://purl.obolibrary.org/obo/CHEBI_76932,pathway inhibitor,,,enzyme inhibitor,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.,,
http://purl.obolibrary.org/obo/CHEBI_139291,chlorophyll(1-),,,cyclic tetrapyrrole anion,,An organic anion arising from deprotonation of a cyclic tetrapyrrole compound.,,
http://purl.obolibrary.org/obo/CHEBI_139292,chlorophyllide(2-),,,cyclic tetrapyrrole anion,,An organic anion arising from deprotonation of a cyclic tetrapyrrole compound.,,
http://purl.obolibrary.org/obo/PATO_0002121,trabecular,,A spatial pattern inhering in a bearer by virtue of the bearer's structure resembling an irregular meshwork with cross-linking struts.,irregular spatial pattern,A spatial pattern inhering in a bearer by virtue of the bearer's magnitude of or the relationships between its repeated parts lack consistency. ; ,A spatial pattern inhering in a bearer by virtue of the bearer's magnitude of or the relationships between its repeated parts lack consistency.,,
http://purl.obolibrary.org/obo/PATO_0002124,laminar,,A quality inhering in a bearer by virtue of the bearer's processing the form of a thin plate sheet or layer.,structure,"A morphology quality inhering in a bearer by virtue of the bearer's relative position, shape, arrangements and connectivity of an organism's various parts; the pattern underlying its form. ; ","A morphology quality inhering in a bearer by virtue of the bearer's relative position, shape, arrangements and connectivity of an organism's various parts; the pattern underlying its form.",,
http://purl.obolibrary.org/obo/ENVO_01001555,frozen lead,lead,"An ice lead within which new, nilas, and young ice has formed.",ice lead,A surface layer of a water body which has been formed as the result of surface ice fracturing and moving apart. ; ,A surface layer of a water body which has been formed as the result of surface ice fracturing and moving apart.,,
http://purl.obolibrary.org/obo/ENVO_01001614,ice-bearing permafrost,,Permafrost which contains inclusions of water-based ice.,permafrost,An environmental material which is 1) composed primarily of soil or rock and included ice or organic material and 2) at or below the freezing point of water for two or more years. ; ,An environmental material which is 1) composed primarily of soil or rock and included ice or organic material and 2) at or below the freezing point of water for two or more years.,,
http://purl.obolibrary.org/obo/ENVO_01000164,root nodule,,Root nodules occur on the roots of plants that associate with symbiotic nitrogen-fixing bacteria.,organ,A collection of tissues joined in structural unit to serve a common function. ; ,A collection of tissues joined in structural unit to serve a common function.,,
http://purl.obolibrary.org/obo/ENVO_00000431,drumlin field,drumlin swarm,"A cluster of dozens to hundreds of similarly shaped, sized and oriented drumlins.",hill range,A range of mounts which is dominated by hills. ; ,A range of mounts which is dominated by hills.,,
http://purl.obolibrary.org/obo/ENVO_01001518,drifting sea ice mass,drift ice,A drift ice mass which is composed primarily of sea ice.,sea ice mass,,An ice mass which is composed primarily of sea ice.,,
http://purl.obolibrary.org/obo/ENVO_01000824,exorheic lake,open lake,"A lake from which water constantly flows out of under almost all climatic circumstances, maintaining low concentrations of dissolved solid relative to endorheic lakes.",fresh water body,,"A body of water which is primarily composed of freshwater, with low solute content.",,
http://purl.obolibrary.org/obo/FOODON_03411048,carbohydrate-producing plant,,,plant used for producing extract or concentrate,,,,
http://purl.obolibrary.org/obo/ENVO_00000032,bay,sea lough|sea loch|inlet|firth|embayment|bahia,An area of water bordered by land on three sides.,coastal inlet,An opening of the sea into the land. ; ,An opening of the sea into the land.,,
http://purl.obolibrary.org/obo/ENVO_01000138,plant matter fall,,A accumulation of plant matter that has fallen to the bottom of a body of water.,organic matter fall,An accumulation of organic matter that has fallen to the bottom of a body of water. ; ,An accumulation of organic matter that has fallen to the bottom of a body of water.,,
http://purl.obolibrary.org/obo/ENVO_00000087,cliff,scraps|scaw|scarp|scar|precipice|palisade|ice cliff|ceja|bluff|beach scarp,A slope which is part of a rocky elevation and which has a high degree of steepness.,slope,A solid astronomical body part which is part of the planetary surface between the peak of an elevation or the bottom of a depression and  relatively flat surrounding land. ; ,A solid astronomical body part which is part of the planetary surface between the peak of an elevation or the bottom of a depression and  relatively flat surrounding land.,,
http://purl.obolibrary.org/obo/ENVO_03000146,water cooling,,A material transport process during which liquid water is circulated in the vicinity of a heat source in order to absorb thermal energy and transport it away form that source.,water flow process,,A material transport process during which a volume of liquid water is transported due to a disequilibria in physical forces.,,
http://purl.obolibrary.org/obo/ENVO_00000271,chott,shott,"A dry (salt) lake in the Saharan area of Africa that stays dry in the summer, but receive some water in the winter. This water may come as a groundwater discharge.",alkaline flat,A dry lakebed consisting of fine-grained sediments infused with alkali salts. Generally the shore or bed of an endorheic lake. ; ,A dry lakebed consisting of fine-grained sediments infused with alkali salts. Generally the shore or bed of an endorheic lake.,,
http://purl.obolibrary.org/obo/ENVO_02000117,natural wax,,A wax that is naturally synthesized by a plant or animal.,wax,,A wax is an environmental material which is primarily composed of lipids or other organic compounds that consist of long alkyl chains. Waxes are are malleable near ambient temperatures and melt at approximately 45 degrees Celsius.,,
http://purl.obolibrary.org/obo/CHEBI_26712,sodium molecular entity,sodium molecular entities|sodium compounds,,alkali metal molecular entity,,A molecular entity containing one or more atoms of an alkali metal.,,
http://purl.obolibrary.org/obo/CHEBI_33302,pnictogen molecular entity,pnictogen molecular entities|pnictogen molecular entity,A p-block molecular entity containing any pnictogen.,p-block molecular entity,,A main group molecular entity that contains one or more atoms of a p-block element.,,
http://purl.obolibrary.org/obo/ENVO_03000015,geographic basin,,"A depression which is part of a planetary crust, is of geographic scale, and is partially or completely enclosed.",depression,A landform sunken or depressed below the surrounding area. ; ,A landform sunken or depressed below the surrounding area.,,
http://purl.obolibrary.org/obo/OBI_0000967,container,,A device that can be used to restrict the location of material entities over time,device,,"A material entity that is designed to perform a function in a scientific investigation, but is not a reagent.",,
http://purl.obolibrary.org/obo/FOODON_00001166,plant inflorescence food product,,,plant food product,,,,
http://purl.obolibrary.org/obo/ENVO_01000487,brick building floor,brick floor,A brick building floor is a building floor that is composed primarily of brick material or is built from bricks.,building floor,,A building floor is a surface layer which is part of a building and used for walking.,,
http://purl.obolibrary.org/obo/ENVO_03501311,environmental monitoring area,,An environmental system where environmental monitoring processes are in effect.,environmental system,A system which has the disposition to environ one or more material entities. ; ,A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/UBERON_0009846,embryonic cloacal epithelium,cloacal epithelium,An epithelium that is part of a embryonic cloaca.,cloacal epithelium,An epithelium that is part of a cloaca. ; ,An epithelium that is part of a cloaca.,,
http://purl.obolibrary.org/obo/ENVO_02000149,hydrogen production process,,A chemical engineering process which generates hydrogen gas.,chemical engineering process,"A planned process which has the intention of producing, consuming, or transforming materials via the execution of chemical reactions. ; ","A planned process which has the intention of producing, consuming, or transforming materials via the execution of chemical reactions.",,
http://purl.obolibrary.org/obo/CHEBI_33653,aliphatic compound,,,organic molecular entity,,Any molecular entity that contains carbon.,,
http://purl.obolibrary.org/obo/UBERON_0003528,brain gray matter,grey substance of brain|grey matter of brain|gray matter of brain|brain grey substance|brain grey matter,A gray matter that is part of a brain [Automatically generated definition].,gray matter,"[""Multi-tissue comprised of neurons, dendrites, axon terminals, glial cells, and capillaries.[TAO]""]",A nervous system structure composed primarily of nerve cell bodies (somas). May also include dendrites and the initial unmyelinated portion of axons.,,
http://purl.obolibrary.org/obo/CHEBI_51447,organic univalent group,,,organic group,,Any substituent group or skeleton containing carbon.,,
http://purl.obolibrary.org/obo/FOODON_00001124,caprine cheese food product,,,cheese food product,,"Cheese is a food derived from milk that is produced in a wide range of flavors, textures, and forms by coagulation of the milk protein casein.",,
http://purl.obolibrary.org/obo/UBERON_0006222,future diencephalon,presumptive diencephalon,The foremost region of the future forebrain that develops into the diencephalon.,presumptive structure,Portion of embryonic tissue determined by fate mapping to become a structure. ; ,Portion of embryonic tissue determined by fate mapping to become a structure.,,
http://purl.obolibrary.org/obo/ENVO_09000011,solubility of nitrogen atom in soil,soil nitrogen atom solubility,The solubility of a nitrogen atom when measured in soil.,solubility,,A molecular quality that inheres in a molecular entity by virtue of the bearer's disposition to dissolve in a liquid.,,
http://purl.obolibrary.org/obo/ENVO_00000453,liman,,A lake or estuary that is formed at the mouth of a river where flow is blocked by a bar of sediments. It can be maritime (the bar being created by the current of a sea) or fluvial (the bar being created by the flow of a bigger river at the confluence).,lentic water body,,"A lentic water body is a water body in which the accumulated water, in its totality, has very little to no directed flow.",,
http://purl.obolibrary.org/obo/CHEBI_36838,17-hydroxy steroid,,,hydroxy steroid,,,,
http://purl.obolibrary.org/obo/ENVO_01000106,permanent marine thermocline,,"A marine thermocline which separates the marine cold-water sphere from the marine warm-water sphere and which does not dissipate seasonally.|The permanent marine thermocline is typically found in temperate to tropical latitudes,",marine thermocline,A thermocline which is part of a marine water body. ; ,A thermocline which is part of a marine water body.,,"The permanent marine thermocline is typically found in temperate to tropical latitudes,"
http://purl.obolibrary.org/obo/CHEBI_61296,adenyl ribonucleotide,,,adenyl nucleotide,,A  nucleotide having adenine as the base.,,
http://purl.obolibrary.org/obo/ENVO_02000109,dust from plant parts,,,dust,"Minute solid particles with diameters less than 500 micrometers. Occurs in and may be deposited from, the atmosphere. ; ","Minute solid particles with diameters less than 500 micrometers. Occurs in and may be deposited from, the atmosphere.",,
http://purl.obolibrary.org/obo/ENVO_0010104,obsolete quinoa product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_0010102,obsolete rye product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_0010100,obsolete milet product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_0010106,obsolete dry peas product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_0010109,obsolete bambara groundnut product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_0010105,obsolete fonio product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_0010101,obsolete oats product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_0010108,obsolete pigeon pea product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_0010107,obsolete lentil product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_0010103,obsolete barley product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_00002135,treated wood,,,wood,,,,
http://purl.obolibrary.org/obo/FOODON_03400187,natural cheese (us cfr),,"Cheese made from milk or milk components, such as cream, by the following process: (1) produce curd through coagulation of milk by bacterial action and/or enzymes and/or acidification and draining of whey. (2) For cured cheese only: cure the curd. Excludes products made through further processing, such as comminuting (see *CHEESE PRODUCT*).",cheese or cheese product (us cfr),,"Natural cheese, cured or uncured, cheese product (which is further processed), or cheese product analog.",,
http://purl.obolibrary.org/obo/ENVO_01000502,unburnt brick,,"An unburnt brick is a brick which has been air dried rather than dried at an elvated temperature in a kiln, furnace, or with similar technology .",brick,"A brick is a masonry unit which is composed of kneaded clay-bearing soil, expanded clay aggregate, sand and lime, or concrete material, fire-hardened or air-dried. ; ","A brick is a masonry unit which is composed of kneaded clay-bearing soil, expanded clay aggregate, sand and lime, or concrete material, fire-hardened or air-dried.",,
http://purl.obolibrary.org/obo/ENVO_03600046,processed tobacco,,"A manufactured product which is produced by curing, subsequent aging, slow oxidation and degradation of carotenoids in tobacco leaves.",manufactured product,,"A material entity that has been processed by humans or their technology in any way, including intermediate products as well as final products.",,
http://purl.obolibrary.org/obo/PATO_0045044,normal pressure,,A pressure which is relatively normal or average,normal object quality,,A quality of an object that has a value that is normal or average.,,
http://purl.obolibrary.org/obo/PATO_0045040,normal position,,A position which is relatively normal or average,normal object quality,,A quality of an object that has a value that is normal or average.,,
http://purl.obolibrary.org/obo/ENVO_00000045,estuary,inlet|mouth,"A semi-enclosed coastal body of water with one or more rivers or streams flowing into it, and with a free connection to the open sea.",water body,An accumulation of water of varying size. ; ,An accumulation of water of varying size.,,
http://purl.obolibrary.org/obo/ENVO_09200008,composition of soil,soil composition,The composition of some soil.,composition,A single physical entity inhering in an bearer by virtue of the bearer's quantities or relative ratios of subparts. ; ,A single physical entity inhering in an bearer by virtue of the bearer's quantities or relative ratios of subparts.,,
http://purl.obolibrary.org/obo/ENVO_01001018,hypereutrophic water,,Water which has a very high concentration of nutrients.|The thresholds of eutrophy are fluid and often locally defined.,eutrophic water,Water with a high nutrient level. ; ,Water with a high nutrient level.,,The thresholds of eutrophy are fluid and often locally defined.
http://purl.obolibrary.org/obo/ENVO_03501139,breast screening unit facility,mammography unit|breast screening ward|breast assessment unit,A hospital unit facility which is used for breast cancer screening.,hospital unit facility,,A healthcare facility which 1) is located in part of a hospital and 2) is used by an organizational unit within a hospital.,,
http://purl.obolibrary.org/obo/NCBITaxon_197562,Pancrustacea,,,Mandibulata,,,,
http://purl.obolibrary.org/obo/NCBITaxon_197563,Mandibulata,mandibulates,,Arthropoda,,,,
http://purl.obolibrary.org/obo/ENVO_00002131,epilimnion,,"The top-most layer in a thermally stratified lake, occurring above the deeper hypolimnion. It is warmer and typically has a higher pH and dissolved oxygen concentration than the hypolimnion.",lake layer,,A layer which is part of a lake.,,
http://purl.obolibrary.org/obo/ENVO_01001198,intrinsic magnetosphere,,A magnetosphere which shields the body generating it from the stellar wind by withstanding the stellar wind's pressure before it reaches the body.,magnetosphere,A site in which charged particles are influenced by an astronomical body's magnetic field. ; ,A site in which charged particles are influenced by an astronomical body's magnetic field.,,
http://purl.obolibrary.org/obo/ENVO_01000618,lotic water body,,"A lotic water body is a water body in which the accumulated water, in its totality, is flowing.",water body,An accumulation of water of varying size. ; ,An accumulation of water of varying size.,,
http://purl.obolibrary.org/obo/CHEBI_33335,scandium group element atom,,,transition element atom,,"An element whose atom has an incomplete d sub-shell, or which can give rise to cations with an incomplete d sub-shell.",,
http://purl.obolibrary.org/obo/ENVO_03000031,iceberg calving process,glacier calving|iceberg calving,A process during which a part of a glacier breaks away from the main mass as an iceberg.|Calving is usually caused by the expansion of glaciers.,glacial ice calving process,A process during which a part of a glacier breaks away from the main mass. ; ,A process during which a part of a glacier breaks away from the main mass.,,Calving is usually caused by the expansion of glaciers.
http://purl.obolibrary.org/obo/ENVO_03600075,oil mill,,An industrial building in which oil-bearing seeds or vegetable materials are crushed and pressed with a grinding mill in order to extract oils.,industrial building,"An industrial building is a building within which goods are produced and, optionally, stored or within which services are rendered. ; ","An industrial building is a building within which goods are produced and, optionally, stored or within which services are rendered.",,
http://purl.obolibrary.org/obo/CHEBI_36347,nuclear particle,,,subatomic particle,,A particle smaller than an atom.,,
http://purl.obolibrary.org/obo/ENVO_00000326,sea cave,,"A cave in present-day or emerged sea cliffs, formed by wave attack or solution.",cave,,"Naturally formed, subterranean open area or chamber.",,
http://purl.obolibrary.org/obo/PATO_0001309,duration,time|period,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.,physical quality of a process,,,,
http://purl.obolibrary.org/obo/PATO_0001303,variability,variability of a physical quality,A quality inhering in a bearer by virtue of the bearer's disposition to varying or changing.,quality,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities ; ,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,,
